padrao,vertente_id,vertente_nome,camada,prioridade,ganho,pureza,suporte,exemplos
DE TODOS OS SANTOS,95263,Católica Apostólica Romana,hagionimo,20,27,0.9091,44,IGREJA JESUS CRISTO DE TODOS OS SANTOS | IGREJA RAINHA DE TODOS OS SANTOS | IGREJA DE TODOS OS SANTOS
SAO TOME,95263,Católica Apostólica Romana,hagionimo,20,26,0.9875,80,CONGRAGACAO SAO TOME | IGREJA DE SAO TOME DE PAEIPE | COMUNIDADE SAO TOME
REMEDIOS,95263,Católica Apostólica Romana,hagionimo,20,26,0.9846,65,IGREJA DE NOSSA SENHORA DOS REMEDIOS | IGREJA DA MATRIZ NOSSA SENHORA DOS REMEDIOS | IGREJA DOS REMEDIOS
GONCALO,95263,Católica Apostólica Romana,hagionimo,20,25,0.9016,61,IGREJA DE NAZARE E SAO GONCALO | COMUNIDADE CATOLICA SAO GONCALO | COMUNIDADE SAO GONCALO
DO SOCORRO,95263,Católica Apostólica Romana,hagionimo,20,25,0.9333,60,IGREJA PERPETUO DO SOCORRO | IGREJA DE NOSSA SENHORA DO SOCORRO | SANTUARIO DO SOCORRO DIVINO
SANTA TEREZA,95263,Católica Apostólica Romana,hagionimo,20,25,0.9577,71,SANTA TEREZA | COMUNIDADE SANTA TEREZA | IGREJA CARMELO DE SANTA TEREZA
CECILIA,95263,Católica Apostólica Romana,hagionimo,20,24,0.9333,90,COMUNIDADE CATOLICA SANTA CECILIA | IGREJA ST CECILIA | IGREJA DOS MARTIRES SAO SEVERINO E SANTA CECILIA
CARAVAGIO,95263,Católica Apostólica Romana,hagionimo,20,24,0.9737,38,GRUTA NOSSA SENHORA DO CARAVAGIO | ANTIGA IGREJA DE CARAVAGIO | IGREJA CARAVAGIO
DAS CHAGAS,95263,Católica Apostólica Romana,hagionimo,20,24,0.9149,47,UMBAMDA SAO FRANCISCO DAS CHAGAS | CONVENTO SAO FRANCISCO DAS CHAGAS | IGREJA FRANCISCO DAS CHAGAS
SANTO REIS,95263,Católica Apostólica Romana,hagionimo,20,23,1.0,48,SALAO DE SANTO REIS | RECINTO SANTO REIS | CAPELINHA DE SANTO REIS
SANTA DULCE,95263,Católica Apostólica Romana,hagionimo,20,23,0.9722,36,COMUNIDADE SANTA DULCE DOS POBRES | CC SANTA DULCE DOS POBRES | SANTA DULCE
PARAQUIA,95263,Católica Apostólica Romana,hagionimo,20,23,1.0,0,PARAQUIA SAGRADO CORACAO DE JESUS | PARAQUIA DE ESQUINA | IGREJA PARAQUIA NOSSA SENHORA DE FATIMA
MONICA,95263,Católica Apostólica Romana,hagionimo,20,22,0.9434,53,COMUNIDADE SANTA MONICA | IGREJA DE SANTA MONICA | IGREJA STA MONICA E STO AGOSTINHO
SANTA LUCIA,95263,Católica Apostólica Romana,hagionimo,20,21,0.9524,63,BARRACO SANTA LUCIA | COMUNIDADE SANTA LUCIA FILIPPINI | CAPILEL SANTA LUCIA
SAO CARLOS,95263,Católica Apostólica Romana,hagionimo,20,20,0.9756,41,COMUNIDADE SAO CARLOS BORROMEO | IGREJINHA DA COLONIA SAO CARLOS | IGREIJA SAO CARLOS
DOS HOMENS,95263,Católica Apostólica Romana,hagionimo,20,20,1.0,33,SEDE DO TERCO DOS HOMENS | IGREJA RANCHO DOS HOMENS | IGREJA DE NSA DO ROSARIO DOS HOMENS PRETOS DE OLINDA
CAPELLA,95263,Católica Apostólica Romana,hagionimo,20,8,1.0,0,ANTIGA CAPELLA | CAPELLA | CENTRO UMBANDISTA CAPELLA ESPACO SOL E LUZ
PARIQUIA,95263,Católica Apostólica Romana,hagionimo,20,7,1.0,0,PARIQUIA SANTO INACIO DE NOIOLA | COMUNIDADE SANTA HELENS PARIQUIA SANTO ANTONIO | PARIQUIA SANTA CATARINA
PARQUIA,95263,Católica Apostólica Romana,hagionimo,20,5,1.0,0,PARQUIA SANTO INACIO DE LOIOLA | PARQUIA NSA RAINHA DOS APSTOLOS | PARQUIA SAO PIO X
